"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
"11",0.2,0,1.64,1.38,2.43,2.74,1.96,0.9,0,1.8,0.34,2.04,0.9,2.52,1.34,0,1.69,1.85,2.6,1.2,0.44,2.75,2.25,1.16,1.32,0,0.34,0.99,1.8,0.88,1.62,2.62,2.6,2.16,2.06,1.4,1.71,1.2,1.39,0.96,0.72,2.6,0.72,2.22,1.2,1.74,0.72,0,1.04,0
"12",1.2,2.69,1.44,0.49,0,0.8,0.32,1.95,0,1.21,2.5,2.6,2.44,1.8,0.56,0,2.02,2.12,2.6,1.2,0.8,1.2,2.6,2.16,0,1.76,2.64,0.27,0.8,1.2,1.53,0,1.54,1.16,1.2,1.53,0.2,1.01,0.71,2.6,0.72,0.5,-0.28,0.47,0.2,1.32,0.72,1.89,2.46,0
"13",0.2,0.45,2.7,0.72,0.9,0,1.75,2.39,1.58,2.07,1.16,1.4,1.8,2.41,2.16,0.9,0.36,1.2,0,1.81,0.34,0.8,0.36,0.44,1.25,1.9,1.2,1.8,0.44,2.05,1.12,0,1.8,0.37,1.2,0.67,-0.1,1.37,0.9,2.17,0.9,1.52,0.33,0,0.69,2.16,0,1.94,1.99,0.9
"14",1.31,0,1.7,-0.28,0.9,0.79,0.2,0.9,2.67,0,0.88,2.68,0.8,2.39,1.16,1.6,0,2.47,1.29,1.8,2.6,1.8,2.6,1.44,0.8,2.6,0.2,0.8,0.59,0.2,1.7,1.81,1.36,1.7,1,0.8,2.46,2.6,0.49,2.6,1.35,1.88,1.08,0,0.9,1.16,2.35,0.9,1.38,0.2
"15",1.31,2.44,0.97,2.56,0.96,0,1.48,2.39,0.74,1.96,0.21,1.4,0.8,1.4,1.16,1.81,0.43,0.78,2.55,0.4,1.89,0.8,2.6,0.44,0.8,2.6,0.2,0.8,1.44,0.76,2.7,2.58,1.42,1.7,0.2,0.75,0.9,2.6,-0.1,2.6,-0.1,1.88,0.8,0,-0.1,1.16,0,-0.1,0.98,2.6
"16",1.2,2.03,1.7,0.72,-0.1,2.73,1.2,2.47,2.6,0,2.6,2.2,1.8,1.4,0.72,-0.1,0,0.2,1.98,0.8,0.99,0.8,2.6,0.28,1.8,2.6,1.2,0.28,0.44,1.2,1.7,2.51,0.8,1.7,2.22,0.8,0.9,2.6,0.97,2.6,0.9,1.88,2.33,0,0.84,1.16,0,1.77,0.8,-0.1
"17",1.84,0,0.27,0.72,0.9,1.43,1.91,0,1.21,0,2.59,2.4,2.67,0.39,2.16,0.9,0.62,1.2,0.85,1.8,0.87,1.8,0.72,1.44,1.8,0.98,1.2,1.8,1.44,1.2,2.64,0,1.8,2.7,0.77,1.8,2.25,1.74,0.9,1.38,0.9,2.88,0.58,0,0.9,0.74,1.79,0.9,1.8,0.9
"18",1.2,1.03,1.7,0.72,0.85,2.75,1.2,1.91,2.06,0,2.6,0.79,1.18,2.4,1.16,0.9,0.8,0.57,0,0.8,2.55,1.8,0.45,1.44,2.59,0.33,1.2,0.98,1.44,2.18,1.7,1.26,0.8,2.08,1.2,1.8,0.9,1.29,0.9,0.61,1.9,1.88,1.8,0,0.9,2.16,1.53,0.9,0.8,0.9
"19",1.4,0.2,0.8,1.44,0.9,2.49,0.87,1.88,0.97,1.12,2,0,1.8,1.73,0.46,1.2,2.51,2.05,0,1.08,2.35,2,1.64,2.39,1.44,2.74,1.21,0.87,1.4,0.43,0,0.32,1.64,0.31,1.44,2.75,1.89,2.15,1.98,1.32,0.84,0.2,2.14,1.29,2.31,-0.1,2.56,0.9,1.52,1.8
"20",1.4,1.2,1.8,0.44,2.29,2.3,0,1.2,1.39,1.3,2,0.24,2.18,0,1.44,0.73,1.2,2.54,0.81,0.3,0,2.59,1.52,2.6,0.44,0.8,1.89,1.16,1.4,1.4,0,0.2,2.6,2.23,0.44,0.2,1.87,0.2,2.74,1.4,1.8,0.69,1.4,0,2.6,1.85,2.6,2.61,2.6,1.23
"21",2.4,0.2,1.8,0.4,0.9,0,2.52,1.28,2.26,0.54,2,0,2.24,0.25,0.44,0.26,2.04,2.42,2.16,1.51,2.12,1.97,0.37,0.89,1.44,1.71,1.22,1.16,1.01,1.6,2.61,2.34,0.32,1.4,1.44,0.38,0,2.36,1.91,2.48,2.66,2.48,1.57,0.63,0.94,0.9,0.56,1.31,2.2,1.84
"22",2.4,1.2,0.8,1.44,1.62,0,0,1.2,1.87,2.01,3,2.12,1.8,2.54,1.44,0.2,1.52,1,0,1.2,0.73,1.7,2.02,0.88,1.44,0.53,0.57,2.16,2.67,2.4,0,1.2,2.03,0.71,2.19,1.2,0,1.2,0,0.72,1.19,1.2,0.63,0.5,2.6,0.9,1.8,0.9,0.83,1.8
"23",1.4,1.2,2.68,0.44,0.9,1.9,0,0.2,1.13,2.6,2,0,0.8,2.62,1.44,1.2,0.2,0.57,0,0.2,0,2.56,0,2.6,1.73,1.8,2.57,1.16,2.4,2.74,0,1.2,2.59,1.4,1.44,1.56,0,1.2,2.58,1.4,0.8,1.2,1.4,0,2.75,2.42,2.6,0.9,1.62,0.8
"24",1.4,1.2,0.69,1.44,-0.1,0,2.44,1.65,0,2.38,2,0,2.54,2.72,0.44,1.22,1.2,2.2,1.81,1.2,0.83,0,2.16,0.52,0.44,1.38,0,2.16,2.57,1.4,0,2.63,0.27,2.4,0.44,1.2,1.56,2.55,0.62,2.4,2.22,0.59,2.4,1.66,2.6,0.9,0.9,-0.1,1.86,0.8
"25",0.45,0,1.8,0.89,0,1.4,1.99,1.91,1.7,1.44,1.26,0.9,0.2,0,1.28,2.03,2.05,2.37,2.2,-0.1,1.8,2.51,2.53,0.72,1.8,2.4,1.8,1.1,2.16,0.9,0.8,1.46,1.48,0.44,0.6,1.26,1.07,0.8,2.6,0,0.9,1.1,1.7,1.8,2.37,1.7,0.78,1.8,0.43,0.72
"26",1.2,0.53,2.04,0.9,2.59,1.31,0.51,0.8,1.2,1.6,1.17,2.59,1.81,1.01,1.94,1.84,1.31,1.2,2.69,2.72,1.47,1.2,0.67,0.72,1.8,1.58,1.8,0.57,0.62,0.9,1.04,0.71,2.31,1.44,0.6,1.25,1.19,1.8,2.46,2.55,0.2,1.8,0.91,1.8,2.32,2.69,0.58,1.8,0,2.43
"27",0.2,0,0.81,-0.1,0,0.55,1.1,1.8,0.53,1.44,1.2,0.9,1.04,0,1.8,1.2,1.8,1.2,2.11,0.9,1.35,1.2,2.03,0.72,1.8,1.8,1.39,0,2.16,0.9,0.77,1.8,0.78,1.44,0.6,0.96,1.2,1.8,0.68,0,0.9,0.8,2.7,1.8,1.2,1.7,1.2,0.8,0,0.72
"28",1.8,0,1.8,0.9,1.07,2.4,1.4,0.99,1.7,0.44,0.2,0.9,2.04,0,0.8,0.2,0.8,0.2,0.58,2.17,1.8,0.2,2.6,2.63,0.8,2.25,0.8,1.6,1.16,-0.1,0.8,0.25,1.4,1.44,0.6,0.44,2.2,0.8,2.5,0,-0.1,0.8,1.7,0.8,0.2,1.7,1.2,0.41,0.98,-0.28
"29",1.2,0.6,0.8,0.9,1.92,1.4,2.4,2.2,1.7,1.44,1.6,-0.1,1.2,0.39,1.8,0.61,1.8,1.94,2.6,0.9,0.8,0.68,2.6,0.72,0.8,1.14,0.8,0,1.16,2.44,1.8,0.8,1.4,1.24,-0.4,0,1.2,2.36,2.6,0,0.55,1.8,2.71,0.8,1.2,2.7,2.24,0.8,1.69,0.72
"30",2.37,0,0.8,2.43,1.11,1.31,1.4,0.34,2.7,0.44,1.2,1.9,1.2,1.22,0.8,0.58,0.8,0.41,0.3,0.9,0.8,1.66,0.34,-0.28,0.8,0.8,1.69,2.36,1.16,1.26,1.8,2.53,2.4,0.44,0.6,0,0.2,2.76,2.6,1.77,0.9,1.62,1.7,0.8,1.89,0.72,0.2,1.72,0.8,0.72
"31",0.6,0,1.2,0,1.2,1.2,1.1,0,2.06,2.39,2.7,1.44,0,1.5,1.52,2.4,1.8,0.91,1.44,2.7,0,1.44,2.19,2.03,1.16,1.92,1.8,0.9,0,0.9,1.2,0.8,0.36,2.7,1.9,1.8,0,1.2,1.68,0.81,1.39,0,2.16,1.94,2.75,0.49,1.8,1.44,0,0
"32",0.6,1.64,2.02,0.37,0.2,2.59,1.38,2.74,2.76,1.54,1.7,0.69,2.6,0.35,2.6,1.4,2.62,2.6,0.44,1.95,0.93,0.22,0.33,-0.1,0.9,2.6,0.8,1.37,0.68,1.17,0.2,1.64,0.82,1.7,0.8,0.8,1.14,0.2,2.04,1.89,2.69,0,1.16,0.2,1.4,0.8,0.8,0.44,1.5,0.69
"33",0.6,0.43,0.2,0,1.89,1.2,0,0.67,0.8,1.09,1.7,0.44,0,1.86,0.33,2.4,0.8,1.12,0.44,1.7,0,0.44,1.43,0.9,-0.1,1.72,1.8,-0.1,1.44,0.9,0.9,1.8,1.22,1.7,1.8,1.55,0,2.46,1.4,2.64,0.8,1.62,1.16,1.2,0.53,1.8,0.31,0.44,0,2.28
"34",0.6,0.88,2.04,2.31,1.89,2.08,0.31,0.89,2.79,0.46,2.12,1.44,0.73,0.54,2.63,1.4,2.39,1.52,1.44,1.19,0.63,1.44,0.8,0.9,1.76,2.39,2.37,1.67,2.54,0.9,0.96,1.18,2.45,2.61,1.9,1.63,0.96,1.42,2.24,1.2,2.77,0,0.45,2.17,2.65,2.5,1.02,0.2,1.82,0
"35",0.6,2.68,1.89,0.6,2.27,1.89,2.32,2.41,1.83,2.53,1.21,1.44,0,0.91,0.51,1.4,1.8,1.76,2.74,1.7,0,1.44,1.8,0.9,0.9,2.36,0.8,0.9,1.8,-0.1,1.2,1.8,0,1.74,1.61,1.8,0.56,1.2,2.4,1.2,1.8,1.38,2.16,1.2,2.4,0.93,1.8,1.44,0,2.1
"36",-0.4,1.83,1.2,1.09,1.2,0.2,0.43,0.22,1.8,2.6,1.7,0.44,0.55,0,0.58,1.4,0.8,0.37,1.44,1.7,0,0.44,2.24,0.37,0.9,2.13,1.8,0.9,0.94,0.83,1.94,0.8,2.58,1.7,0.32,0.8,2.08,1.84,1.4,0.2,2.39,2.24,1.16,2.19,1.4,2.38,0.8,1.44,0,1.61
"37",2.16,1.61,1.44,0.72,2.93,1.44,1.8,1.16,0.9,0.76,0,0,0,1.8,0.44,1.37,1.34,1.8,1.32,1.55,1.07,1.44,2.34,0,2.43,2.43,1.2,2.32,1.04,0,1.4,0.43,2.42,1.88,2.96,1.69,2.41,0.45,2.96,2.6,1.68,2.57,2.6,0.44,1.87,1.88,1.41,2.45,0,2.54
"38",0.6,1.8,2.68,-0.28,2.19,1.44,1.48,2.16,1.21,1.4,1.43,0.64,0.56,0.8,0.44,2.42,0,1.42,2.39,0,2.6,0.44,2.67,1.36,2.2,1.4,0.2,1.44,2.46,0,1.36,2.67,1.98,1.46,1.4,2.68,2.6,2.94,1.69,2.6,2.92,1.72,2.36,1.8,1.83,1.88,0.8,0.2,2.36,2.31
"39",1.16,1.18,1.44,0.45,0.98,2.62,1.42,1.16,0.9,1.91,0,0,2.67,1.8,1.3,2.15,2.47,0.8,1.08,0.69,0.48,1.44,0.8,2.42,0.56,2.79,2.73,1.43,0.72,0,0.53,2.55,2.12,2.34,0.68,0,1.24,2.59,1.66,2.6,2.4,0.87,2.6,1.8,2.51,1.88,0.8,1.1,2.13,0.88
"40",2.16,0.8,1.44,0.72,1.2,0.44,0.95,1.87,0.9,2.4,0,1.31,1.11,2.8,1.44,2.31,0.72,0.54,2.36,2.01,0.49,0.44,1.8,0,0.95,1.71,2.13,0,1.75,1.22,1.79,1.72,0.48,0.7,1.4,1.13,2.57,0,1.37,0.42,2.16,0,1.88,0.52,2.6,2.77,1.9,1.2,0,2.1
"41",1.16,1.8,0.44,0.72,1.2,0.44,1.42,1.16,-0.1,2.25,1.59,0,1.03,0.48,1.44,0.58,2.42,1.92,0,2.45,2.44,1.44,1.36,1.06,0,1.4,2.77,2.91,1.35,0,2.1,2.35,0.4,0.66,2.4,0,2.48,2.23,2.91,0.93,1.4,0.62,0.82,0.8,2.6,2.88,1.8,1.2,0,2.6
"42",1.16,0.8,0.44,0.72,0.2,1.44,0.8,2.16,1.11,1.4,0,0,2.73,0.59,1.44,0,2.12,1.71,1.46,0.69,2.54,1.48,2.05,0.95,0.64,2.4,1.2,0,1.33,2.02,1.55,0,1.77,2.52,2,0.6,0.85,0,2.91,0.97,1.4,0.51,2.6,0.8,2.5,1.88,1.8,2.5,2.99,2.6
"43",2.32,1.45,2.13,0.8,0.71,2.92,1.12,2.47,1.23,2.6,1.16,0.2,0.72,1.16,1,0.68,1.54,0.43,0.81,1.52,1.44,1.52,2.23,2.65,1.41,2.19,1.92,1.86,2.4,1.54,1.66,1.7,2.6,1.72,1.44,1.15,1.63,2.4,2.97,0.71,0,2.4,1.48,2.37,1.2,2.71,1.48,2.95,1.86,0.46
"44",1.7,0.9,0,1.8,2.38,0,0,1.95,2.6,2.6,2.16,1.68,2.6,2.16,0.94,2.4,2.83,2.4,2.59,0,0.99,0,1.19,0,0.8,2.93,1.75,2.31,0.41,2.7,2.6,2.03,2.6,2.56,0.44,2.81,2.6,1.27,2.47,1.4,2.33,0.89,2.8,2.6,0.64,1.8,0.99,1.51,1.46,0.93
"45",1.7,2.74,1.53,0.84,1.4,0,2.65,1.17,2.6,2.6,1.16,2.02,2.47,1.16,0,2.6,0.73,1.4,1.4,2.93,2.46,2.55,1.65,2.86,1.18,1.4,1.89,0.95,1.23,1.7,1.97,0.58,2.6,0.8,1.44,2.12,2.6,2.53,2.6,1.87,1.36,1.4,2.13,2.95,1.27,0.2,2.66,1.52,2.5,2.37
"46",2.7,0.9,0.41,2.79,1.4,0,0,0.54,2.6,2.11,1.16,1.2,1.65,1.16,0,1.4,2.6,2.25,2.4,1.06,2.6,1.78,2.6,2.41,0.8,0.43,2.18,2.6,2.15,1.7,1.25,1.7,2.42,0.8,0.44,2.6,2.89,1.4,1.71,1.4,0,1.4,0.95,0.58,0.2,1.2,1.57,2.89,0.65,0.67
"47",1.7,-0.1,0.41,1.8,2.4,0,0,2.19,2.36,1.9,2.23,1.99,2,2.63,1.85,0.94,2.57,2.1,2.2,2.65,2.4,2.03,0.83,1.01,1.8,2.4,0,2.12,2.68,2.82,2.5,1.7,2.79,1.8,1.55,2.94,1.19,2.03,0.82,2.4,0,1.66,2.23,0.43,1.2,1.2,1.8,1.8,1.8,0
"48",2.93,0.9,2.01,0.8,2.29,1.57,2.84,0.91,2.6,0.82,2.16,1.2,0.88,2.16,2.19,1.4,2.55,1.4,1.4,1.47,1.47,2.53,2.79,0,1.8,1.4,2.73,0.5,2.6,1.7,1.29,2.7,1.38,1.8,1.44,0.7,2.6,1.4,2.6,1.81,0.4,2.41,0,2.6,0.77,2.5,0.8,0.8,0.8,2.47
"49",-0.4,0,2.6,1.2,0.2,0.93,-0.1,1.3,0,1.66,2.43,2.31,0.2,0.42,0.8,1.38,2.65,0.44,0,0.71,2.04,1.2,1.3,2.99,1.2,1.79,0,1.04,0,1.04,1.22,2.75,2.47,0,0.41,1.18,0.72,0.48,1.44,0.8,1.32,1.32,1.1,1.7,2.91,1.7,2.34,-0.1,0.51,1.93
"50",0.6,0,0,0.2,0.89,1.23,0.9,2.62,1.71,1.1,1.2,0.85,1.01,0,0.8,2.25,0,1.44,2.63,0,0,0.2,1.62,1.2,1.41,1.35,0,0.2,2.13,1.47,2.94,0,1.2,0.95,1.88,1.8,2.6,0.72,0.44,0.82,1.48,2.18,2.42,2.73,2.62,0.91,2.53,2.63,2.63,0
"51",0.6,0,1.1,1.52,0.49,0,0.9,0.9,0,0.8,1.79,1.4,0.66,1.34,0.8,1.8,1.43,0.44,0,2.84,0,2.05,-0.1,0.54,0.2,1.8,1.62,1.2,2.93,1.8,1.98,2.42,1.2,2.31,0.7,0.8,2.1,-0.28,1.9,1.8,1.2,2.75,1.3,2.7,2.34,2.7,1.97,0.9,1.23,0
"52",0.6,0,2.54,1.2,1.2,0,0.94,0.9,1.14,2.84,1.2,2.4,1.2,0,1.8,2.41,0,1.44,0,0,2.36,1.2,0.9,1.2,1.2,0.8,0,1.2,2.55,0.8,0,2.37,2.81,0,2.6,1.64,2.6,0.72,1.44,0.8,1.2,2.6,0,1.7,1.8,1.7,1.4,0.9,1.8,0
"53",0.6,2.89,1.28,2.46,1.34,2.02,2.32,0.9,0.8,1.07,0.2,1,1.2,0,1.8,0.8,0,2.15,1.43,1.11,1.8,0.96,0.9,1.01,2.58,1.45,1.68,2.18,1.46,1.66,0.71,2.12,2.93,2.08,2.58,1.56,1.4,0.72,1.44,1.8,1.41,0.6,0,1.09,2.48,0.62,2.4,0.9,3,0
"54",0.6,0,0,0.83,1.2,2.37,0.9,-0.1,1.69,1.8,1.32,1.4,2.77,0,1.8,0.69,0.53,1.44,1.97,0,0.41,2.66,0.9,0.2,2,1.86,0,2.66,2.98,1.11,0,1.05,0.2,1.84,2.21,2.28,2.6,0.72,0.44,3,0.2,0.45,0.84,1.7,0.8,1.7,1.4,2.96,0.8,1.16
"55",1.2,1.44,2.12,1.4,2,0.67,0,1.44,0.69,0.95,2.16,1.8,2.1,1.89,1.4,0.8,0,1.8,1.2,1.16,1.8,1.32,1.16,0.44,1.2,0.86,0.98,1.37,1.76,0,2.4,2.4,0.9,2.7,2.25,0,2.09,1.26,2.4,1.44,1.8,1.44,2.95,1.82,2.21,0.2,0.9,1.2,2.12,0.76
"56",1.2,1.44,2.9,0.57,2,1.48,0,0.44,2.6,0.48,1.16,0.8,2.88,0.44,2.4,2.24,0,1.8,0.62,1.16,0.8,0.86,0,1.44,2.91,2.16,0.8,0,1.62,0,2.5,1.4,-0.1,2.14,0.8,0,0.55,1.94,1.41,0.77,0.47,1.44,0.86,1.2,1.4,1.01,0.9,1.45,0,0
"57",1.2,2.17,0,2.58,2,2.6,0,2.74,2.6,1.95,1.16,1.74,2.6,0.44,0.89,2.4,0,0.46,1.66,1.16,0.58,1.2,0,1.44,1,1.16,0.82,1.65,1.4,0,1.4,1.2,1.83,1.7,1.93,1.22,1.26,1.54,1.48,1.44,0.42,1.41,0,0.62,2.4,1.47,0.9,0.67,0,0.73
"58",0.2,0.44,0.9,1.4,2,2.51,0,1.44,2.6,2.67,2.16,0.8,2.36,1.44,2.69,0.79,1.47,1.27,0.2,2.16,1.55,2.27,1.12,0.44,2.55,1.16,0.41,0,2.4,2.9,2.5,1.4,2.92,1.7,1.12,1.42,0,0,1.4,0.44,0.8,0.44,2.94,2.73,0.44,2.08,-0.1,0.2,0.97,2.55
"59",0.2,1.44,0.83,2.4,2,2.87,0,1.44,1.1,0,1.16,1.8,2.6,1.44,1.4,1.4,1.54,0.8,1.2,0.85,0.8,1.2,1.46,1.44,0.2,1.16,1.86,1.08,1.4,0,1.4,1.4,0.9,1.7,1.8,0,0,0,1.4,0.44,1.89,0.44,0.54,1.2,1.4,1.2,0.64,1.2,2.84,0
"60",1.2,0.44,0,0.89,3,1.22,0,0.44,1.17,0,1.13,0.46,2.6,1.44,2.05,1.4,1.53,0.8,0.7,2.16,1.8,0.2,0,0.75,1.2,2.16,1.8,0,0.88,0,2.88,1.8,0.9,2.64,1.66,0,1.87,1.03,1.03,1.44,1.16,1.44,1.81,0.2,1.99,1.2,1.18,1.55,0,1.1
"61",1.44,1.4,1.7,0.72,2.72,1.8,-0.1,1.41,2.6,1.84,0.8,0.9,0.48,0.2,0,0.2,1.27,1.55,1.2,1.78,1.2,2.6,0,1.8,0.93,0.9,1.4,0.8,1.97,0,2.6,1.8,2.23,1.16,2.99,1.7,2.6,0.72,1.7,2.84,0,1.7,2.25,-0.1,2.81,0,1.4,2.76,0.2,1.28
"62",1.44,1.2,2.7,-0.28,0,1.47,0.9,0.73,2.14,2.7,1.12,0.9,0.48,0.92,0.81,1.2,1.63,1.88,1.62,1.16,1.2,1.55,0,2.06,2.6,0.97,2.86,0.8,2.39,1.64,2.6,2.47,2.6,0.8,2.52,1.7,2.52,0.72,2.49,0.83,2.77,1.7,0.62,2.64,0.8,0.43,0.57,1.4,1.2,0.98
"63",0.44,1.4,1.45,0.72,2.44,1.25,1.3,2.61,1.55,1.7,2.21,2.23,1.75,1.2,1.11,2.64,1.79,1.88,0.2,1.77,0.2,0.88,1.95,0.8,1.41,-0.1,1.88,1.84,0.74,0.44,2.12,2.58,1.23,1.16,2.69,2.89,2.28,-0.28,2.65,0.62,0.7,1.61,0,1.89,2.39,2.39,0.53,1.4,1.01,0.69
"64",1.61,2.4,2.05,0.72,1.27,1.46,0.9,0.77,2.6,1.7,1.62,2.54,2.74,2.8,0.88,1.81,2.16,1.88,1.45,1.58,1.2,1.45,0.65,1.8,0.63,0.9,1.4,1.41,1.97,0,2.6,2.6,0.86,2.16,1.71,1.7,1.26,0.72,1.7,2.13,1.42,0.4,2.47,0.9,1.21,2.44,1.4,2.14,1.92,2.6
"65",0.44,2.26,1.7,1.31,0,0.8,2.32,0,2.21,1.66,1.53,-0.1,2.34,1.2,1.79,0.61,0.62,1.88,2.18,1.01,0.2,0.49,2.47,0.8,1.75,0.45,0.86,1.8,1.28,0,1.28,1.6,0.82,2.16,0.8,2.1,0.83,0.72,1.7,1.19,0.82,1.7,1.13,0.9,1.68,2.53,0.62,1.37,2.94,0.6
"66",1.44,1.05,1.7,0.72,0.47,1.21,0.9,2.51,2.38,1.7,1.8,0.9,1.95,1.77,0,1.2,0.58,2.88,1.2,2.6,1.2,2.5,0,1.83,2.79,0.9,2.4,1.8,0.79,0,1.91,0.8,2.6,1.16,1.8,2.7,2.78,1.06,2.7,1.02,1.58,2.7,0,0.9,1.8,1.55,2.4,2.4,1.2,2.86
"67",1.44,0.44,0.79,0,1.88,0.93,0,0.44,1.3,1.16,0.68,0.9,0.43,2.74,0.52,-0.1,1.47,2.35,0,1.17,2.6,1.8,0.44,0.54,1.8,1.79,1.39,0.2,0.84,0.8,0.8,0.57,2.61,2.6,0.8,1.78,2.6,1.79,0.2,0.44,2.4,1.7,2.16,0,1.83,0.2,1.52,0.9,0.76,0.8
"68",1.44,0.44,0,0,1.88,1.39,2.19,1.44,1.43,2.16,0.98,-0.1,1.24,0,1.8,0.9,1.23,1.2,0.49,0,2.6,1.46,2.1,0.8,1.08,1.28,2.69,1.2,0.8,0.8,1.57,1.23,2.48,2.88,1.58,0.95,0.75,2.35,0.2,0.43,1.85,1.6,1.16,1.89,0.48,1.2,2.45,-0.1,1.8,2.42
"69",1.44,1.44,0,0,1.88,2.84,0,1.97,2.89,2.5,0.8,0.9,1.93,0,1.03,1.25,1.23,1.2,2.93,2.92,0.8,2.14,1.44,1.56,1.45,1.09,0,1.2,2.75,1.8,1.36,2.05,2.71,0.86,2.85,2.15,2.66,0,1.2,1.79,1.44,1.7,1.16,2.45,0,1.2,1.4,2.15,0.8,0.7
"70",0.44,1.44,0,0.76,2.76,1.8,0,0.44,2.05,1.16,2.74,0.96,2.03,0.87,1.38,0.9,1.76,0.2,2.74,1.48,1.38,0.8,0.44,0.84,1.59,0.8,2.3,2.78,1.45,1.8,2.14,0.45,1.85,2.6,0.8,1.38,2.6,2.7,1.2,1.34,1.4,1.7,1.16,1.94,1.42,0.2,2.4,0.9,0.82,1.8
